priority,pr,title,platform,subsystems,approvers,merged_by,reverted_by,verdict,skip_reason,type,merged_at,author,reviewers,labels,additions,deletions,files_in_release,files_total,files_existing,files_new,merge_sha,url
30,#33840,[CI][AMD][BugFix] Ensure VLLM_ROCM_USE_AITER is set so test_rocm_aiter_topk.py can run correctly,rocm,,tjtanaa,tjtanaa,,SKIP,only touches tests/docs/CI files,platform_specific,2026-02-05,rasmith,gemini-code-assist; tjtanaa,"bug, rocm, ready",11,5,1,1,tests/kernels/moe/test_rocm_aiter_topk.py,,c1395f72cd22d97eb39ecd67d9d22f2af3d20bda,https://github.com/vllm-project/vllm/pull/33840
30,#32710,[ROCm][Bugfix][CI] Fix hybrid models and their tests (Mamba/Jamba/Bamba),rocm,kernels,tjtanaa,tjtanaa,,CANDIDATE,,platform_specific,2026-02-05,AndreasKaratzas,gemini-code-assist; tdoublep; AndreasKaratzas; mawong-amd; rasmith; tjtanaa,"bug, rocm, ready, ci/build",11,0,2,2,tests/models/language/generation/test_hybrid.py | vllm/model_executor/layers/mamba/mamba_mixer.py,,3e472e81f99b5bcf494369ee2d26ee9d6ceeffe3,https://github.com/vllm-project/vllm/pull/32710
30,#33984,Bump HF Hub client to get bug fix,rocm,,DarkLight1337,DarkLight1337,,CANDIDATE,,platform_specific,2026-02-06,hmellor,DarkLight1337; gemini-code-assist,"bug, rocm, ready, ci/build",2,2,2,2,requirements/rocm-test.txt | requirements/test.txt,,ba5cbbf10763191049527833dfcee14af7eda22d,https://github.com/vllm-project/vllm/pull/33984
30,#34007,[CI][AMD]Bugfix] Check that model_config is not None in enable_norm_pad_fusion,rocm,config,tjtanaa; ProExpertProg; yewentao256,tjtanaa,,CANDIDATE,,platform_specific,2026-02-07,rasmith,gemini-code-assist; tjtanaa; ProExpertProg; yewentao256,"bug, rocm, ready",1,0,1,1,vllm/config/vllm.py,,ec28784fdc4dd1eb0141e9629b3f2d7cfce5c114,https://github.com/vllm-project/vllm/pull/34007
30,#34038,[ROCm][CI] Pinning lm-eval version to resolve multi-modal small eval bug,rocm,,DarkLight1337,vllm-bot,,CANDIDATE,,platform_specific,2026-02-07,AndreasKaratzas,gemini-code-assist; DarkLight1337,"bug, rocm, ci/build",1,1,1,1,requirements/rocm-test.txt,,c490d8cc7389860c1c6f9ae4181c023c7350738f,https://github.com/vllm-project/vllm/pull/34038
30,#34153,[Bugfix][ROCm][GPT-OSS] Use old triton_kernels implementation on ROCm if the new API is not available,rocm,kernels,mgoin,gshtras,,CANDIDATE,,platform_specific,2026-02-09,gshtras,gemini-code-assist; gshtras; mgoin,"bug, rocm, ready, gpt-oss",52,9,1,1,vllm/model_executor/layers/fused_moe/gpt_oss_triton_kernels_moe.py,,c60f8e3b49eced1a17ba0e11da3f8c107b309df9,https://github.com/vllm-project/vllm/pull/34153
30,#34108,[ROCm][Bugfix] Resolve Dynamo tracing crash from amdsmi calls in on_gfx* arch detection,rocm,,kouroshHakha; tjtanaa,tjtanaa,,CANDIDATE,,platform_specific,2026-02-10,AndreasKaratzas,gemini-code-assist; kouroshHakha; tjtanaa,"bug, rocm, ready",27,35,1,1,vllm/platforms/rocm.py,,4cde2e015944495e6bd650a4415cfb342bd73cfb,https://github.com/vllm-project/vllm/pull/34108
30,#34543,[Bugfix] Fix ROCm UVA CPU weight offloading broken by #32993,rocm,,njhill,vllm-bot,,CANDIDATE,,platform_specific,2026-02-14,AndreasKaratzas,gemini-code-assist; AndreasKaratzas; njhill; tjtanaa,"bug, rocm, ready",1,1,1,1,vllm/utils/torch_utils.py,,a0638d052db74ba28eada4768b9bbf98720b44a4,https://github.com/vllm-project/vllm/pull/34543
30,#34455,[Bugfix] Remove assert causing hipErrorStreamCaptureUnsupported,rocm,kernels,gshtras,gshtras,,CANDIDATE,,platform_specific,2026-02-18,JadenMathias,gemini-code-assist; tjtanaa; JadenMathias; gshtras,"bug, rocm, ready",0,1,1,1,vllm/model_executor/layers/fused_moe/rocm_aiter_fused_moe.py,,0e60c925cf8c2060c705953d7f89f40c25f7811d,https://github.com/vllm-project/vllm/pull/34455
30,#34181,[CI][AMD][BugFix] Use torch.testing.assert_close instead of assert torch.allclose in test_rocm_skinny_gemms.py,rocm,,gshtras,gshtras,,SKIP,only touches tests/docs/CI files,platform_specific,2026-02-18,rasmith,gemini-code-assist; gshtras,"bug, rocm, ready",7,7,1,1,tests/kernels/quantization/test_rocm_skinny_gemms.py,,2b84ac669cfd8a4b6433b4ae4505028d9082c3a7,https://github.com/vllm-project/vllm/pull/34181
30,#34985,[CI][AMD][BugFix] Add  torch.cuda.set_device to test_punica_ops so punica kernels execute on same device as tensor,rocm,,tjtanaa,tjtanaa,,SKIP,only touches tests/docs/CI files,platform_specific,2026-02-25,rasmith,gemini-code-assist; tjtanaa,"bug, rocm, ready, nvidia",2,0,1,1,tests/lora/test_punica_ops.py,,b188bab4417f7f94df0c4e84399d163e6c0db316,https://github.com/vllm-project/vllm/pull/34985
30,#35250,[Bugfix][Hardware][AMD] Gate FP4 ops on gfx950 to prevent MI300X crash,rocm,,tjtanaa,tjtanaa,,CANDIDATE,,platform_specific,2026-02-26,c0de128,gemini-code-assist; c0de128; tjtanaa,"bug, rocm, ready",6,2,1,1,vllm/_aiter_ops.py,,ade81f17feeebef775e8cddf9a8f23848ec694a3,https://github.com/vllm-project/vllm/pull/35250
30,#35601,[ROCm][Bugfix]: Disable AITER Triton ROPE by default,rocm,,tjtanaa,gshtras,,CANDIDATE,,platform_specific,2026-03-03,Rohan138,gemini-code-assist; tjtanaa,"bug, rocm, ready",5,6,2,2,vllm/envs.py | vllm/platforms/rocm.py,,3a8eef5869b8997af22f7b204eba56f9e654875e,https://github.com/vllm-project/vllm/pull/35601
30,#36274,[Bugfix][ROCm] Strip block_size before attention backend validation,rocm,,houseroad,houseroad,,CANDIDATE,,platform_specific,2026-03-11,jennyyyyzhen,gemini-code-assist; houseroad,"bug, rocm, ready",2,0,1,1,vllm/platforms/rocm.py,,428bc718bd4a736c1bc129a23c51963c4f0b71b9,https://github.com/vllm-project/vllm/pull/36274
30,#35109,"[Bugfix][Frontend] Fix audio transcription for MP4, M4A, and WebM formats",rocm,api/frontend,alex-jw-brooks; NickLucche,vllm-bot,,CANDIDATE,,platform_specific,2026-03-14,seanmamasde,gemini-code-assist; copilot-pull-request-reviewer; NickLucche; seanmamasde; alex-jw-brooks; Isotr0py,"bug, rocm, frontend, ready, ci/build, cpu, nvidia",114,20,1,3,setup.py,vllm/entrypoints/openai/speech_to_text/speech_to_text.py | vllm/entrypoints/openai/speech_to_text/utils.py,84868e479374d6b7b8b162e6bc2a1873e6dec7e2,https://github.com/vllm-project/vllm/pull/35109
30,#36051,[NIXL][Bugfix] metrics & testing minor bug,rocm,distributed,NickLucche,NickLucche,,CANDIDATE,,platform_specific,2026-03-18,andylolu2,gemini-code-assist; NickLucche; andylolu2,"bug, documentation, performance, rocm, structured-output, frontend, speculative-decoding, ready, ci/build, v1, multi-modality, tool-calling, llama, qwen, deepseek, gpt-oss, kv-connector, nvidia",9,8,2,2,tests/v1/kv_connector/unit/test_nixl_connector.py | vllm/distributed/kv_transfer/kv_connector/v1/nixl_connector.py,,98b09ddc2761545f3164d930b143f84737b1ab43,https://github.com/vllm-project/vllm/pull/36051
30,#37009,[ROCm] issue management - request information for bug issues on ROCm,rocm,,tjtanaa,tjtanaa,,SKIP,only touches tests/docs/CI files,platform_specific,2026-03-19,hongxiayang,tjtanaa,"bug, rocm, ready, ci/build",104,1,1,1,.github/workflows/issue_autolabel.yml,,e3126cd107460444d7fd9a1445b8d4f4393a06b2,https://github.com/vllm-project/vllm/pull/37009
30,#36996,[CI][BugFix][AMD] Don't set VLLM_ROCM_USE_AITER anymore in test_rocm_aiter_topk since its not necessary,rocm,,tjtanaa,tjtanaa,,SKIP,only touches tests/docs/CI files,platform_specific,2026-03-19,rasmith,gemini-code-assist; tjtanaa,"bug, rocm, ready",0,4,1,1,tests/kernels/moe/test_rocm_aiter_topk.py,,98ff0429175b98169e1ebffd5ff32d0635bd39cc,https://github.com/vllm-project/vllm/pull/36996
25,#37407,[Bugfix] Fix Nemotron Parse loading,rocm,models,Isotr0py,DarkLight1337,,SKIP,only touches tests/docs/CI files,platform_specific,2026-03-19,DarkLight1337,gemini-code-assist; Isotr0py,"bug, rocm, ready, multi-modality",49,19,2,4,tests/models/multimodal/generation/test_keye.py | tests/models/test_terratorch.py,tests/models/multimodal/generation/test_nemotron_parse.py | vllm/model_executor/models/nemotron_parse.py,765e4610651b02fefe9ebe3b3d322fc398038af6,https://github.com/vllm-project/vllm/pull/37407
20,#32837,[Hardware][AMD][CI][Bugfix] Fix regressions from deprecated env vars,rocm,,tjtanaa,DarkLight1337,,CANDIDATE,,platform_specific,2026-01-22,mawong-amd,gemini-code-assist; tjtanaa,"bug, rocm, ready, ci/build, v1, kv-connector",14,6,2,3,.buildkite/test-amd.yaml | vllm/platforms/rocm.py,tests/v1/kv_connector/nixl_integration/config_sweep_accuracy_test.sh,c517d8c93404738effe29b5beea606111aba9258,https://github.com/vllm-project/vllm/pull/32837
15,#30869,[Bugfix] fix the alias bug of AttentionBackendEnum when register CUSTOM attention backend to vllm,rocm,,tjtanaa,tjtanaa,,CANDIDATE,,platform_specific,2025-12-20,zejunchen-zejun,gemini-code-assist; tjtanaa,"rocm, ready",173,2,1,2,vllm/attention/backends/registry.py,tests/test_attention_backend_registry.py,d52c5096d7305abc7f266026cb042121ff5bccda,https://github.com/vllm-project/vllm/pull/30869
15,#31203,[ROCm][Bugfix] Fix RuntimeError in MMEncoderAttention by replacing .view() with .reshape(),rocm,,robertgshaw2-redhat,robertgshaw2-redhat,,CANDIDATE,,platform_specific,2025-12-23,AndreasKaratzas,gemini-code-assist; robertgshaw2-redhat,"rocm, ready, multi-modality",3,3,1,2,vllm/attention/layers/mm_encoder_attention.py,tests/models/multimodal/conftest.py,bfa2c0bbb9b4bf3f893a84f429a79c7905574aa5,https://github.com/vllm-project/vllm/pull/31203
15,#31177,[Bugfix][Hardware][AMD] Fix exception types in AITER MLA FP8 check,rocm,,tjtanaa,tjtanaa,,CANDIDATE,,platform_specific,2026-01-06,c0de128,gemini-code-assist; c0de128; tjtanaa,"rocm, ready",129,1,1,2,vllm/_aiter_ops.py,tests/rocm/aiter/test_mla_fp8_support_check.py,1fb0209bbc476df3ddbe1dbbaf22fa57248cc8b1,https://github.com/vllm-project/vllm/pull/31177
15,#33941,[bugfix] [ROCm] Fix premature CUDA initialization in platform detection,rocm,,gshtras,gshtras,,CANDIDATE,,platform_specific,2026-02-06,kouroshHakha,gemini-code-assist; gshtras,"bug, rocm, ready, ci/build, nvidia",133,6,3,6,.buildkite/test-amd.yaml | .buildkite/test_areas/cuda.yaml | vllm/platforms/rocm.py,tests/cuda/scripts/check_device_count_respects_env.py | tests/cuda/scripts/check_platform_no_cuda_init.py | tests/cuda/test_platform_no_cuda_init.py,4a2d00eafd45d06a63936fcd4461b129382e783b,https://github.com/vllm-project/vllm/pull/33941
15,#37418,[Bugfix][ROCm] Fix MoRI + AITER FP8 dispatch compatibility for defer_input_quant,rocm,kernels,tjtanaa,tjtanaa,,CANDIDATE,,platform_specific,2026-03-19,Duyi-Wang,gemini-code-assist; tjtanaa,"bug, rocm, ready",9,7,1,2,vllm/model_executor/layers/fused_moe/rocm_aiter_fused_moe.py,vllm/model_executor/layers/fused_moe/mori_prepare_finalize.py,6a9cceb219fcbd6b1eb540ddfdc77ec160f0e209,https://github.com/vllm-project/vllm/pull/37418
10,#35895,[Bugfix] Fix minimax_m2 tool parser when stream interval > 1,rocm,,chaunceyjiang,chaunceyjiang,,CANDIDATE,,platform_specific,2026-03-12,sfeng33,gemini-code-assist; sfeng33; chaunceyjiang,"bug, documentation, performance, new-model, rocm, structured-output, frontend, speculative-decoding, ready, ci/build, v1, multi-modality, tool-calling, llama, qwen, deepseek, cpu, gpt-oss, kv-connector, nvidia",534,532,1,3,vllm/tool_parsers/minimax_m2_tool_parser.py,tests/tool_parsers/test_minimax_m2_tool_parser.py | tests/tool_use/test_minimax_m2_tool_parser.py,8647c6cf510bbb0c22fe0820681b993e33406e32,https://github.com/vllm-project/vllm/pull/35895
7,#36728,"[Bug][MoE] Strengthen _supports_current_device() checks in the TRTLLM FP8, NVFP4, and FlashInfer CuteDSL MoE experts",rocm,kernels,bnellnm; robertgshaw2-redhat; yewentao256,yewentao256,,CANDIDATE,,platform_specific,2026-03-23,yzong-rh,gemini-code-assist; yzong-rh; bnellnm; robertgshaw2-redhat; yewentao256,"bug, documentation, rocm, frontend, ready, ci/build, v1, multi-modality, tool-calling, llama, qwen, cpu, nvidia",19,5,1,4,vllm/utils/flashinfer.py,vllm/model_executor/layers/fused_moe/experts/flashinfer_cutedsl_moe.py | vllm/model_executor/layers/fused_moe/experts/trtllm_fp8_moe.py | vllm/model_executor/layers/fused_moe/experts/trtllm_nvfp4_moe.py,e85f8f0932f65c17d64c9bb8e85a57bb007b369d,https://github.com/vllm-project/vllm/pull/36728
0,#34069,[ROCm][Bugfix] fix act_quant_fusion module import error,rocm,,ProExpertProg,vllm-bot,,SKIP,all files are post-release,platform_specific,2026-02-08,AndreasKaratzas,gemini-code-assist; ProExpertProg,"bug, rocm, ready",1,1,0,1,,vllm/compilation/passes/fusion/rocm_aiter_fusion.py,ab10d798555ee3611f82e71cbe573086fb92a4ed,https://github.com/vllm-project/vllm/pull/34069
0,#33948,[Bugfix]: Fix ROCm fusion attn test; use AttentionBackend utils to create kv cache,rocm,,ProExpertProg,ProExpertProg,,SKIP,all files are post-release,platform_specific,2026-02-11,Rohan138,gemini-code-assist; ProExpertProg; Rohan138,"bug, rocm, ready",27,52,0,1,,tests/compile/passes/test_fusion_attn.py,fd618871b41c0cf9259379cde9cca230a56c4096,https://github.com/vllm-project/vllm/pull/33948
0,#34655,[CI][AMD][BugFix] Skip tests in test_unquantized_backend_selection that should not run on ROCm,rocm,,yewentao256,yewentao256,,SKIP,all files are post-release,platform_specific,2026-02-18,rasmith,gemini-code-assist; yewentao256,"bug, rocm, ready",7,0,0,1,,tests/kernels/moe/test_unquantized_backend_selection.py,fcd6ac97ed0c26b36dbf18a1ee8ecb5f6b41707e,https://github.com/vllm-project/vllm/pull/34655
0,#33739,[CI][AMD][BugFix][P/D] Add default_vllm_config to test_moriio_connector.py so tests pass,rocm,,inkcherry; orozery,vllm-bot,,SKIP,all files are post-release,platform_specific,2026-02-20,rasmith,gemini-code-assist; rasmith; inkcherry; orozery,"bug, rocm, ready, v1, kv-connector",8,5,0,1,,tests/v1/kv_connector/unit/test_moriio_connector.py,0c1dc42748760fc75aef68e973c9ff7a47501337,https://github.com/vllm-project/vllm/pull/33739
0,#34636,[ROCm][Bugfix]: Only save unpadded sizes for shared_experts in MoERunner to fix rmsnorm pad fusion,rocm,kernels,bnellnm; ProExpertProg,vllm-bot,,SKIP,all files are post-release,platform_specific,2026-02-21,Rohan138,gemini-code-assist; bnellnm; ProExpertProg,"bug, rocm, ready",6,3,0,1,,vllm/model_executor/layers/fused_moe/runner/default_moe_runner.py,ded333fb9b903e9de9f1cc5d82d2b5c5ab726750,https://github.com/vllm-project/vllm/pull/34636
0,#34907,[ROCm][P/D][MORI][BugFix] Add transfer_id for moriio_connector so moriio_connector to restore P/D functionality,rocm,distributed,hongxiayang; DarkLight1337,DarkLight1337,,SKIP,all files are post-release,platform_specific,2026-03-16,rasmith,gemini-code-assist; rasmith; inkcherry; hongxiayang; DarkLight1337,"bug, documentation, rocm, ready, kv-connector",101,33,0,4,,examples/online_serving/disaggregated_serving/moriio_toy_proxy_server.py | vllm/distributed/kv_transfer/kv_connector/v1/moriio/moriio_common.py | vllm/distributed/kv_transfer/kv_connector/v1/moriio/moriio_connector.py | vllm/distributed/kv_transfer/kv_connector/v1/moriio/moriio_engine.py,0024f39a3224326a9f871919cf16a06c58edfdad,https://github.com/vllm-project/vllm/pull/34907
0,#37213,[CI][BugFix][MORI][AMD] Add transfer_id to kv transfer params for test,rocm,,gshtras,gshtras,,SKIP,all files are post-release,platform_specific,2026-03-16,rasmith,gemini-code-assist; rasmith; gshtras,"bug, rocm, ready, v1, kv-connector",4,1,0,1,,tests/v1/kv_connector/unit/test_moriio_connector.py,2cc26c3a9973257d5fcc582f063915d52dded86f,https://github.com/vllm-project/vllm/pull/37213
0,#37782,[Bugfix] Handle libsndfile sf_error(NULL) race condition in audio fallback,rocm,multimodal,Isotr0py,Isotr0py,,SKIP,all files are post-release,platform_specific,2026-03-22,AndreasKaratzas,gemini-code-assist; AndreasKaratzas; Isotr0py,"bug, rocm, ready, multi-modality",5,1,0,1,,vllm/multimodal/media/audio.py,5dac719b2b5f72d9fbd417c839cb0154607950c0,https://github.com/vllm-project/vllm/pull/37782
