priority,verdict,skip_reason,type,pr,title,author,merged_by,reviewers,subsystems,merged_at,labels,additions,deletions,files_in_release,files_total,files_existing,files_new,merge_sha,url
80,CANDIDATE,,runtime_bug,#30895,[BugFix] Handle errors when preprocessing added requests,njhill,robertgshaw2-redhat,gemini-code-assist; njhill; robertgshaw2-redhat,engine,2025-12-19,"bug, ready, ci/build, v1",93,3,2,3,.buildkite/test-pipeline.yaml | vllm/v1/engine/core.py,tests/v1/engine/test_preprocess_error_handling.py,45c0526ac9517ae52a91e3e07bd023ce9f1a7c69,https://github.com/vllm-project/vllm/pull/30895
80,CANDIDATE,,runtime_bug,#30961,[Quantization] fix marlin w8a8 check,jinzhen-lin,vllm-bot,gemini-code-assist; mgoin,"kernels, quantization",2025-12-19,bug,3,6,1,1,vllm/model_executor/layers/quantization/utils/marlin_utils_fp8.py,,5fbfa8d9ef15948599631baeb91e8220b2ee9bcc,https://github.com/vllm-project/vllm/pull/30961
80,CANDIDATE,,runtime_bug,#31046,[Bug] Fix `error 'Dynamo failed to run FX node with fake tensors` for Deepseek V3.2,yewentao256,yewentao256,gemini-code-assist; zou3519; yewentao256,models,2025-12-19,"ready, deepseek",5,2,1,1,vllm/model_executor/models/deepseek_v2.py,,4cf9429897c1a6c720a0f099a7a46e9d51af9342,https://github.com/vllm-project/vllm/pull/31046
80,CANDIDATE,,runtime_bug,#30962,[Quantization] support logical_widths for fp8 marlin,jinzhen-lin,vllm-bot,gemini-code-assist; hauck-jvsh; jinzhen-lin; mgoin,"kernels, quantization",2025-12-20,"bug, ready",10,0,1,1,vllm/model_executor/layers/quantization/utils/marlin_utils_fp8.py,,ee52d9901d368da35a80048c299ccb53e78a9a01,https://github.com/vllm-project/vllm/pull/30962
80,CANDIDATE,,runtime_bug,#31198,[Bugfix] Fix Jais2ForCausalLM,jeejeelee,DarkLight1337,gemini-code-assist; DarkLight1337,models,2025-12-23,ready,4,25,1,1,vllm/model_executor/models/jais2.py,,6b16fff01b671840420fef304a62a77279d56533,https://github.com/vllm-project/vllm/pull/31198
80,CANDIDATE,,runtime_bug,#31223,[Bugfix] Enable `dynamic_dims` for different embeds shape,DarkLight1337,DarkLight1337,gemini-code-assist; Isotr0py,models,2025-12-24,"ready, multi-modality, qwen",3,3,3,3,vllm/model_executor/models/audioflamingo3.py | vllm/model_executor/models/minicpmv.py | vllm/model_executor/models/qwen2_audio.py,,dd424571c8edaf7c68fe4ff400da8ef9f26a1e48,https://github.com/vllm-project/vllm/pull/31223
80,CANDIDATE,,runtime_bug,#31160,[Bug] Fix `Number of dimensions of tensors must match.` for Deepseek V3.2,yewentao256,jeejeelee,gemini-code-assist; zyongye; yewentao256; jeejeelee,models,2025-12-24,"ready, deepseek",6,3,1,1,vllm/model_executor/models/deepseek_v2.py,,76e6a951925bf37c49f88ad155dc9fcec01a3faf,https://github.com/vllm-project/vllm/pull/31160
80,CANDIDATE,,runtime_bug,#31294,[Bugfix] Remove dead `block_quant_to_tensor_quant` function,yurekami,yewentao256,gemini-code-assist; yewentao256,"kernels, quantization",2025-12-24,ready,1,19,1,1,vllm/model_executor/layers/quantization/utils/fp8_utils.py,,506eb0f45454a07a21bf6d8731475be2a279277b,https://github.com/vllm-project/vllm/pull/31294
80,CANDIDATE,,runtime_bug,#31322,[Bugfix] Support LoRA and GPTQModel for PLaMo 2/3 ,Alnusjaponica,jeejeelee,gemini-code-assist; jeejeelee,models,2025-12-26,"documentation, ready",31,17,3,3,docs/models/supported_models.md | vllm/model_executor/models/plamo2.py | vllm/model_executor/models/plamo3.py,,9ee05cbe7f29d72580f613553dcd2af8e770ccca,https://github.com/vllm-project/vllm/pull/31322
80,CANDIDATE,,runtime_bug,#31453,[BugFix]  add select_gemm_impl on CompressedTensorsWNA16MoEMethod to support LoRA,JartX,vllm-bot,gemini-code-assist; yewentao256; JartX; mgoin,"kernels, quantization",2025-12-30,ready,23,0,1,1,vllm/model_executor/layers/quantization/compressed_tensors/compressed_tensors_moe.py,,07728bf5cd7165972f89e52e8b31ca28576262ec,https://github.com/vllm-project/vllm/pull/31453
80,CANDIDATE,,runtime_bug,#31546,[Bugfix] Fix BAGEL online serving for text and image understanding,Dylan1229,vllm-bot,gemini-code-assist; DarkLight1337,models,2025-12-31,ready,15,3,2,2,vllm/model_executor/models/bagel.py | vllm/transformers_utils/processors/bagel.py,,d8da76f3b7e48d8b8a5274e78e8190c9d0671175,https://github.com/vllm-project/vllm/pull/31546
80,CANDIDATE,,runtime_bug,#31572,[Bugfix] Fix activation quantization for compressed-tensors W4A16,Tmn07,vllm-bot,gemini-code-assist; robertgshaw2-redhat; yewentao256,"kernels, quantization",2026-01-02,ready,1,1,1,1,vllm/model_executor/layers/quantization/compressed_tensors/schemes/compressed_tensors_wNa16.py,,ca179d0f64743537a430631e7fc79405ec2887cb,https://github.com/vllm-project/vllm/pull/31572
80,CANDIDATE,,runtime_bug,#31742,[Bugfix] Fix Broken ModelOpt NVFP4 MoE,robertgshaw2-redhat,mgoin,gemini-code-assist; robertgshaw2-redhat; mgoin,"kernels, quantization",2026-01-05,"bug, ready, llama, nvidia",32,15,4,4,vllm/model_executor/layers/fused_moe/all2all_utils.py | vllm/model_executor/layers/fused_moe/flashinfer_cutlass_moe.py | vllm/model_executor/layers/quantization/fp8.py | vllm/model_executor/layers/quantization/modelopt.py,,f6c0009afa366e4238cb118882415cd6c448c16b,https://github.com/vllm-project/vllm/pull/31742
80,CANDIDATE,,runtime_bug,#31790,[Bugfix]: avoid overriding audio/text kwargs (Qwen3-Omni),Jzz1943,DarkLight1337,gemini-code-assist; DarkLight1337; Jzz1943,models,2026-01-06,"ready, qwen",8,6,1,1,vllm/model_executor/models/qwen3_omni_moe_thinker.py,,2c1a4f2488da2bb3c60dcbbb5df61a370e39ee27,https://github.com/vllm-project/vllm/pull/31790
80,CANDIDATE,,runtime_bug,#31055,[Bugfix] Fix GLM-4 MoE router logits dtype for data parallel chunking,ReinforcedKnowledge,DarkLight1337,chatgpt-codex-connector; gemini-code-assist; yewentao256,"kernels, models",2026-01-06,ready,13,1,3,3,vllm/model_executor/layers/fused_moe/config.py | vllm/model_executor/layers/fused_moe/layer.py | vllm/model_executor/models/glm4_moe.py,,4e67a8f616f4f202fd7a549978914f398a738d49,https://github.com/vllm-project/vllm/pull/31055
80,CANDIDATE,,runtime_bug,#31757,[Bugfix][MTP] Fix GLM4 MoE fp8 loading with MTP on,andyl98,Isotr0py,gemini-code-assist; Isotr0py,models,2026-01-07,ready,6,1,1,1,vllm/model_executor/models/glm4_moe_mtp.py,,d111bc53ad2fbb5f28671019d21f5f753436e46d,https://github.com/vllm-project/vllm/pull/31757
80,CANDIDATE,,runtime_bug,#31960,[Bugfix] Fix vllm serve failure with Nemotron Nano V3 FP8,danisereb,robertgshaw2-redhat,gemini-code-assist; amirkl94; danisereb; robertgshaw2-redhat,"kernels, quantization",2026-01-08,ready,4,3,1,1,vllm/model_executor/layers/quantization/utils/fp8_utils.py,,b8112c1d85442b060e37df90e9db343cbc7b000c,https://github.com/vllm-project/vllm/pull/31960
80,CANDIDATE,,runtime_bug,#31906,[Bugfix] Fix Var Length Batched Padding in Granite Speech,alex-jw-brooks,ywang96,gemini-code-assist; ywang96; cursor,models,2026-01-09,ready,8,3,1,1,vllm/model_executor/models/granite_speech.py,,dc77cb7129b9efa1c74a2a05f6359dde977f7c8b,https://github.com/vllm-project/vllm/pull/31906
80,CANDIDATE,,runtime_bug,#31637,[Bugfix][Quantization] Ensure input contiguity in per_token_quant_int8,Flink-ddd,vllm-bot,gemini-code-assist; Flink-ddd; yewentao256; robertgshaw2-redhat; cursor,"kernels, quantization",2026-01-10,ready,8,5,1,1,vllm/model_executor/layers/quantization/utils/int8_utils.py,,6ea001cfb7549265e9053569b4b17126ebcfc2d0,https://github.com/vllm-project/vllm/pull/31637
80,CANDIDATE,,runtime_bug,#32089,[Bugfix] Fix Qwen3-VL-Reranker model loading for sequence classification,ricky-chaoju,vllm-bot,gemini-code-assist; ricky-chaoju; Isotr0py; cursor,models,2026-01-10,"ready, qwen",18,12,2,2,vllm/model_executor/models/adapters.py | vllm/model_executor/models/config.py,,8020a60402597740c7fbd0beba1d5f253983f82f,https://github.com/vllm-project/vllm/pull/32089
80,CANDIDATE,,runtime_bug,#32101,[MTP][GLM][Bugfix] Fixed .weight_scale loading logic that dropped MTP prediction accuracy with fp8+mtp,andyl98,vllm-bot,gemini-code-assist; Isotr0py,models,2026-01-11,ready,6,5,1,1,vllm/model_executor/models/glm4_moe_mtp.py,,0dd63639be24c67a0bccc9e3b0f0fd6ab039455d,https://github.com/vllm-project/vllm/pull/32101
80,CANDIDATE,,runtime_bug,#32361,[BugFix] Fix DeepSeek-V3.1 + DeepGEMM incompatible scale shapes,LucasWilkinson,ProExpertProg,gemini-code-assist; pavanimajety; ProExpertProg,"kernels, quantization",2026-01-15,"bug, ready, deepseek",3,0,1,1,vllm/model_executor/layers/quantization/utils/quant_utils.py,,2c9b4cf5bf844de0471f77e6579e16c7bc3ee0d0,https://github.com/vllm-project/vllm/pull/32361
80,CANDIDATE,,runtime_bug,#32362,[BugFix] Fix `assert x_s.shape[-1] == x_q.shape[-1] // group_shape[1]` in Blackwell Quantized MoE Test,LucasWilkinson,vllm-bot,gemini-code-assist; cursor; ProExpertProg; yewentao256; mgoin,"kernels, quantization",2026-01-15,"bug, ready",2,2,1,1,vllm/model_executor/layers/quantization/utils/quant_utils.py,,c36ba69bda2602a75aeee70f201987e10c2dd238,https://github.com/vllm-project/vllm/pull/32362
80,CANDIDATE,,runtime_bug,#32175,[Bugfix] [DeepSeek-V3.2] fix sparse_attn_indexer padding,kebe7jun,LucasWilkinson,cursor; gemini-code-assist; LucasWilkinson,models,2026-01-16,"bug, ready, deepseek",9,2,1,1,vllm/model_executor/models/deepseek_v2.py,,5de6dd0662da663aa57127e82499d2c2d604c3d0,https://github.com/vllm-project/vllm/pull/32175
80,CANDIDATE,,runtime_bug,#32306,[Bugfix] Refactor to support DP parallel in R3,xhx1022,youkaichao,gemini-code-assist; youkaichao,"kernels, scheduler, worker",2026-01-16,"bug, ready, v1",35,26,2,3,vllm/v1/core/sched/scheduler.py | vllm/v1/worker/gpu_model_runner.py,vllm/model_executor/layers/fused_moe/routed_experts_capturer.py,03da3b52ef6f3f3d9af5c1942c93a9ace7c2a6bf,https://github.com/vllm-project/vllm/pull/32306
80,CANDIDATE,,runtime_bug,#32462,[BugFix] Fix embed_input_ids argument error of QwenVLForConditionalGeneration,honglyua-il,Isotr0py,gemini-code-assist; Isotr0py,models,2026-01-19,"bug, ready, qwen",2,0,1,1,vllm/model_executor/models/qwen_vl.py,,976af2f314d1c7d54e3707e325df2b5961c069a4,https://github.com/vllm-project/vllm/pull/32462
80,CANDIDATE,,runtime_bug,#32652,[Bugfix] Fix the  fp8_mqa_logits dim mismatch,chaunceyjiang,youkaichao,gemini-code-assist; youkaichao,models,2026-01-20,"bug, ready, deepseek",3,3,2,2,vllm/model_executor/models/deepseek_v2.py | vllm/utils/deep_gemm.py,,c4e5bdf61b00882749f9a4184c0576b4aa4ed512,https://github.com/vllm-project/vllm/pull/32652
80,CANDIDATE,,runtime_bug,#32687,[Bugfix] fix the ima issue of qwen-vit,JJJYmmm,Isotr0py,gemini-code-assist; Isotr0py,models,2026-01-20,"bug, ready, qwen",3,2,2,2,vllm/model_executor/models/qwen2_5_vl.py | vllm/model_executor/models/qwen3_vl.py,,04a9e064db4dcf57519f1333796ba7face46248b,https://github.com/vllm-project/vllm/pull/32687
80,CANDIDATE,,runtime_bug,#32299,[Bugfix] Fix Granite Vision / Don't use Siglip Pooling Head Nested Models by Default ,alex-jw-brooks,DarkLight1337,gemini-code-assist; DarkLight1337,models,2026-01-21,"bug, ready, multi-modality",83,16,5,5,tests/models/multimodal/generation/test_common.py | tests/models/multimodal/generation/vlm_utils/model_utils.py | tests/models/registry.py | vllm/model_executor/models/siglip.py | vllm/model_executor/models/vision.py,,27b81e010d09cb3f23eae5e4972f53ce4c0baf46,https://github.com/vllm-project/vllm/pull/32299
80,CANDIDATE,,runtime_bug,#32682,[Bugfix] Fix Nemotron-Nano-v2-vlm static resolution,netanel-haber,DarkLight1337,DarkLight1337; tlrmchlsmth; Isotr0py,models,2026-01-21,"bug, ready",3,1,1,1,vllm/model_executor/models/nano_nemotron_vl.py,,27ca95b3c9e6e32ac02508e729c01865800fd036,https://github.com/vllm-project/vllm/pull/32682
80,CANDIDATE,,runtime_bug,#32673,[Bugfix] Support HF sharded weights for Mistral3/Pixtral models,ricky-chaoju,vllm-bot,gemini-code-assist; DarkLight1337; ricky-chaoju; chay1045,models,2026-01-21,"bug, ready",14,8,1,1,vllm/model_executor/models/pixtral.py,,f23fb5a7c1b61350c5c40ca1115d3bf8cf2b8cc9,https://github.com/vllm-project/vllm/pull/32673
80,CANDIDATE,,runtime_bug,#32727,[bugfix] Aria model,divakar-amd,vllm-bot,gemini-code-assist; DarkLight1337,models,2026-01-21,"bug, ready",16,1,1,1,vllm/model_executor/models/aria.py,,e14467be432bf55493c21ffd9f7d1d4c32e14e19,https://github.com/vllm-project/vllm/pull/32727
80,CANDIDATE,,runtime_bug,#32933,[Bugfix] Fix getting vision features in Transformer Multimodal backend,zucchini-nlp,DarkLight1337,gemini-code-assist; cursor; DarkLight1337,models,2026-01-23,"bug, ready",9,0,1,1,vllm/model_executor/models/transformers/multimodal.py,,d95d65076292df5cfb4d06ed0bdba7496825c499,https://github.com/vllm-project/vllm/pull/32933
80,CANDIDATE,,runtime_bug,#32916,[Bugfix] Disable tma_aligned_scales in test_fusions_e2e,xyang16,ProExpertProg,gemini-code-assist; ProExpertProg,"kernels, quantization",2026-01-23,"bug, ready",9,1,3,3,tests/compile/distributed/test_fusions_e2e.py | vllm/envs.py | vllm/model_executor/layers/quantization/utils/fp8_utils.py,,90c200793237e61ea4c2b149d5f0394f7888b796,https://github.com/vllm-project/vllm/pull/32916
80,CANDIDATE,,runtime_bug,#32886,[Bugfix] Fix FP8 MoE EP Weight Loading for ModelOpt Llama4,baonudesifeizhai,ProExpertProg,ProExpertProg; gemini-code-assist; robertgshaw2-redhat,models,2026-01-23,"bug, ready, llama",21,1,1,1,vllm/model_executor/models/llama4.py,,1fb648bf107e9c24e7f99671c77406d126506d7a,https://github.com/vllm-project/vllm/pull/32886
80,CANDIDATE,,runtime_bug,#32935,[Bugfix] Fix missing is_layer_skipped check for FusedMoE in AWQConfig,joninco,yewentao256,gemini-code-assist; yewentao256,"kernels, quantization",2026-01-23,"bug, ready",3,2,1,1,vllm/model_executor/layers/quantization/awq.py,,ebd0a17e0e0b5dd326dc6533cf4d8f49806e69e1,https://github.com/vllm-project/vllm/pull/32935
80,CANDIDATE,,runtime_bug,#32684,[Bugfix] fix encoder cache hang in Qwen3VL,JJJYmmm,Isotr0py,Isotr0py; JJJYmmm; ywang96; DarkLight1337,models,2026-01-25,"bug, ready, multi-modality, qwen",54,43,3,3,tests/models/multimodal/processing/test_tensor_schema.py | vllm/model_executor/models/qwen2_vl.py | vllm/model_executor/models/qwen3_vl.py,,7e67df5570e2afc6a92833096898689c91244fb6,https://github.com/vllm-project/vllm/pull/32684
80,CANDIDATE,,runtime_bug,#32969,[Bugfix][VLM] Fix transformers backend embed_multimodal for Qwen2.5-VL profiling,AndreasKaratzas,Isotr0py,gemini-code-assist; cursor; AndreasKaratzas; Isotr0py; zucchini-nlp,models,2026-01-26,"bug, ready, qwen",38,13,1,1,vllm/model_executor/models/transformers/multimodal.py,,22aeb430072f676424e7a27966b074d2710b29d4,https://github.com/vllm-project/vllm/pull/32969
80,CANDIDATE,,runtime_bug,#33104,[Bugfix][MXFP4] Call `trtllm_fp4_block_scale_moe` with kwargs,wpc,luccafong,gemini-code-assist; robertgshaw2-redhat; mgoin; luccafong,"kernels, quantization",2026-01-26,"bug, ready",26,26,1,1,vllm/model_executor/layers/quantization/mxfp4.py,,8caffd92dfb011733b3c71c76756a687f64eb3ae,https://github.com/vllm-project/vllm/pull/33104
80,CANDIDATE,,runtime_bug,#32669,Bugfix: Pass router logits dtype in nemotron shared experts,amirkl94,tlrmchlsmth,gemini-code-assist; tlrmchlsmth; robertgshaw2-redhat,models,2026-01-29,"bug, ready",3,1,1,1,vllm/model_executor/models/nemotron_h.py,,e01ff5c070f47a0562711e61f5f885d4ccf241c9,https://github.com/vllm-project/vllm/pull/32669
80,CANDIDATE,,runtime_bug,#33406,[BUGFIX] Pixtral cannot be loaded with --limit-mm-per-prompt 0,juliendenize,vllm-bot,gemini-code-assist; DarkLight1337,models,2026-01-30,bug,9,5,1,1,vllm/model_executor/models/pixtral.py,,8e2ad97ad0078f259a32e99902c90234d30c2ef4,https://github.com/vllm-project/vllm/pull/33406
80,CANDIDATE,,runtime_bug,#33410,[Bugfix] Fix `Qwen3ASR` language asr tag in output ,NickLucche,Isotr0py,gemini-code-assist; Isotr0py,"api/frontend, models",2026-01-31,"bug, frontend, ready, qwen",42,2,1,3,vllm/model_executor/models/interfaces.py,vllm/entrypoints/openai/translations/speech_to_text.py | vllm/model_executor/models/qwen3_asr.py,e77f162cf59d6e132c8b6449dc98b410b347a5b5,https://github.com/vllm-project/vllm/pull/33410
80,CANDIDATE,,runtime_bug,#33200,[Bugfix] Handle Asym W4A16 (ConchLinearKernel) for CT,mgehre-amd,robertgshaw2-redhat,gemini-code-assist; cursor; robertgshaw2-redhat,"kernels, quantization",2026-01-31,"bug, ready",42,0,1,1,vllm/model_executor/layers/quantization/kernels/mixed_precision/conch.py,,73419abfae97c0b797c7e1fe997913e9ebfeff68,https://github.com/vllm-project/vllm/pull/33200
80,CANDIDATE,,runtime_bug,#33078,[BugFix] Add synchronize in CutlassW4A8LinearKernel to ensure data is ready for use.,ayrnb,yewentao256,gemini-code-assist; robertgshaw2-redhat; ayrnb; yewentao256,"kernels, quantization",2026-01-31,"bug, ready, nvidia",1,0,1,1,vllm/model_executor/layers/quantization/kernels/mixed_precision/cutlass.py,,f68e3ea4e135c41b997d8226186509659b3d722c,https://github.com/vllm-project/vllm/pull/33078
80,CANDIDATE,,runtime_bug,#33605,[Bugfix][Model] Fix audio-in-video support for Qwen2.5-Omni and Qwen3-Omni      ,linyueqian,ywang96,gemini-code-assist; linyueqian; ywang96,models,2026-02-04,"bug, ready, qwen",172,12,2,2,vllm/model_executor/models/qwen2_5_omni_thinker.py | vllm/model_executor/models/qwen3_omni_moe_thinker.py,,f8516a1ab95febcf131a37478914031f50fdd9db,https://github.com/vllm-project/vllm/pull/33605
80,CANDIDATE,,runtime_bug,#33858,[Bugfix] Kimi-K2 grouped_topk usage for Flashinfer monolithic kernels.,pavanimajety,simon-mo,gemini-code-assist; zhewenl; simon-mo,models,2026-02-05,"bug, ready, deepseek",3,11,1,1,vllm/model_executor/models/deepseek_v2.py,,d2f4a71cd54418369f617a174e6c839a71a47ed8,https://github.com/vllm-project/vllm/pull/33858
80,CANDIDATE,,runtime_bug,#34011,[Bugfix] Fix Whisper tokenization,NickLucche,DarkLight1337,gemini-code-assist; mgoin,models,2026-02-07,"bug, ready",8,0,1,1,vllm/model_executor/models/whisper.py,,55aeec04f52a9d347c3299c4f4d0df2683ffac00,https://github.com/vllm-project/vllm/pull/34011
80,CANDIDATE,,runtime_bug,#34087,[Bugfix] Fix shared expert input for latent MoE in EP+DP (Nemotron-H),TomerBN-Nvidia,tlrmchlsmth,gemini-code-assist; tlrmchlsmth; TomerBN-Nvidia,"kernels, quantization",2026-02-09,"bug, ready, nvidia",30,3,6,6,vllm/model_executor/layers/fused_moe/flashinfer_cutlass_moe.py | vllm/model_executor/layers/fused_moe/fused_moe_modular_method.py | vllm/model_executor/layers/fused_moe/modular_kernel.py | vllm/model_executor/layers/quantization/compressed_tensors/compressed_tensors_moe.py | vllm/model_executor/layers/quantization/fp8.py | vllm/model_executor/layers/quantization/modelopt.py,,995bbf38f114a0e1bd7e34d6fd92d255ac2efca7,https://github.com/vllm-project/vllm/pull/34087
80,CANDIDATE,,runtime_bug,#34142,[Bugfix] Avoid duplicate k-proj weight emission in helper,artuskg,DarkLight1337,gemini-code-assist; artuskg; patrickvonplaten,models,2026-02-09,"bug, ready",2,2,1,1,vllm/model_executor/models/whisper.py,,eadb4e868bae8acd2e9b764f5827c0500ec44c34,https://github.com/vllm-project/vllm/pull/34142
80,CANDIDATE,,runtime_bug,#34140,[Bugfix] Voxtral prompt/audio placeholder alignment,artuskg,DarkLight1337,gemini-code-assist; DarkLight1337; patrickvonplaten,models,2026-02-09,"bug, ready",21,3,1,1,vllm/model_executor/models/voxtral.py,,8fd31f62452960efdd6dd7b912c388f487536b3c,https://github.com/vllm-project/vllm/pull/34140
80,CANDIDATE,,runtime_bug,#34219,[Bugfix] Fix FI kernel`chunk_gated_delta_rule` output shape for Qwen3.5,ywang96,Isotr0py,gemini-code-assist; Isotr0py; ZJY0516,models,2026-02-10,"bug, ready, qwen",3,1,1,1,vllm/model_executor/models/qwen3_next.py,,ae4e280602f3c91d322a449f33f5aebbdd59ccc1,https://github.com/vllm-project/vllm/pull/34219
80,CANDIDATE,,runtime_bug,#34353,[Bugfix] fix default is_neox_style to be True for deepseekv3.2,xyDong0223,jeejeelee,gemini-code-assist; jeejeelee; mgoin,models,2026-02-11,"bug, ready, deepseek",1,1,1,1,vllm/model_executor/models/deepseek_v2.py,,be7f3d5d2016b326d12ff582a8c9f96a68217c7a,https://github.com/vllm-project/vllm/pull/34353
80,CANDIDATE,,runtime_bug,#34243,"[Bugfix] Enable attn quantization of Llama-4 by correctly permuting scales for rope (int8, fp8)",eldarkurtic,mgoin,gemini-code-assist; mgoin; eldarkurtic,models,2026-02-11,"bug, ready, llama",29,5,1,1,vllm/model_executor/models/llama4.py,,11c7ace340610e0be376d531b677bcee1ae84ad4,https://github.com/vllm-project/vllm/pull/34243
80,CANDIDATE,,runtime_bug,#33446,[Bugfix] Fix Sparse24 Compressed Tensors models,kylesayrs,vllm-bot,gemini-code-assist; mgoin,"kernels, quantization",2026-02-12,"bug, ready, nvidia",17,15,3,3,csrc/sparse/cutlass/sparse_scaled_mm_entry.cu | vllm/model_executor/layers/quantization/compressed_tensors/compressed_tensors.py | vllm/model_executor/model_loader/weight_utils.py,,e9cd6911321f7671de218d0c778c5400d7f1d1a6,https://github.com/vllm-project/vllm/pull/33446
80,CANDIDATE,,runtime_bug,#34483,[Bugfix] Fix encoder cache underestimation for GLM-4V/GLM-OCR single image,haosdent,vllm-bot,gemini-code-assist; Isotr0py,models,2026-02-13,"bug, ready",22,2,1,1,vllm/model_executor/models/glm4_1v.py,,dcf6ee8592b4f33593feb579b7a420d155ada374,https://github.com/vllm-project/vllm/pull/34483
80,CANDIDATE,,runtime_bug,#34516,[bugfix] Fix critical bug when reporting for all paths where handler.create_error_response is used,kizill,vllm-bot,gemini-code-assist; DarkLight1337,api/frontend,2026-02-15,"bug, frontend, ready",14,14,6,9,vllm/entrypoints/pooling/classify/api_router.py | vllm/entrypoints/pooling/embed/api_router.py | vllm/entrypoints/pooling/pooling/api_router.py | vllm/entrypoints/pooling/score/api_router.py | vllm/entrypoints/serve/disagg/api_router.py | vllm/entrypoints/serve/tokenize/api_router.py,vllm/entrypoints/openai/chat_completion/api_router.py | vllm/entrypoints/openai/completion/api_router.py | vllm/entrypoints/openai/responses/api_router.py,50dbd6c9e6637589b404a499dbc34df85ad9b1ad,https://github.com/vllm-project/vllm/pull/34516
80,CANDIDATE,,runtime_bug,#34320,[Bugfix] Fix Dynamo unexpected keyword argument ,samutamm,vllm-bot,gemini-code-assist; yewentao256,"kernels, quantization",2026-02-16,"bug, ready",3,3,1,1,vllm/model_executor/layers/quantization/input_quant_fp8.py,,a5ccc85c8c98115981a39b010b36f255e6446e77,https://github.com/vllm-project/vllm/pull/34320
80,CANDIDATE,,runtime_bug,#34834,[Bugfix] Fix lora tests,DarkLight1337,vllm-bot,robertgshaw2-redhat; gemini-code-assist; mgoin; bnellnm; alex-jw-brooks,api/frontend,2026-02-18,"bug, frontend, ready, qwen",28,44,2,3,tests/lora/test_default_mm_loras.py | vllm/entrypoints/llm.py,tests/lora/test_qwenvl.py,61cf0876805c1ac04b9b811c27e3645eedfc13c8,https://github.com/vllm-project/vllm/pull/34834
80,CANDIDATE,,runtime_bug,#34847,[Bugfix] Add Quant Config to Llava Next Projector,alex-jw-brooks,vllm-bot,gemini-code-assist; DarkLight1337,models,2026-02-19,bug,2,0,1,1,vllm/model_executor/models/llava_next.py,,4611af1663e268b5a64221c999868779632296a7,https://github.com/vllm-project/vllm/pull/34847
80,CANDIDATE,,runtime_bug,#34876,[Bug] Fix DeepSeek V3 weight loading caused by incorrect prefix,wzhao18,vllm-bot,gemini-code-assist; Isotr0py,models,2026-02-19,"bug, ready, deepseek",2,2,1,1,vllm/model_executor/models/deepseek_v2.py,,7f51e93864709e436fab21c3f4103c49d198f999,https://github.com/vllm-project/vllm/pull/34876
80,CANDIDATE,,runtime_bug,#34808,"Revert ""[NemotronH] Do not force router to run in fp32 (#34582)""",roikoren755,vllm-bot,gemini-code-assist; mgoin,models,2026-02-19,"bug, ready, nvidia",4,1,1,1,vllm/model_executor/models/nemotron_h.py,,3eff45d793daa976a21d0df5954cf6cc6723335f,https://github.com/vllm-project/vllm/pull/34808
80,CANDIDATE,,runtime_bug,#34914,[Bugfix] Fix Qwen3.5 Cutlass fp8 kernel on hopper - clamp block scales,ywang96,ywang96,yewentao256; gemini-code-assist; vadiklyutiy,"kernels, quantization",2026-02-19,"bug, ready, qwen, nvidia, claude-code-assisted",11,0,1,1,vllm/model_executor/layers/quantization/utils/flashinfer_utils.py,,4fb8beefaa8b2c4bd2cd3b336b01ff006dc98bdc,https://github.com/vllm-project/vllm/pull/34914
80,CANDIDATE,,runtime_bug,#34779,[Bugfix] Fix Qwen3/Qwen3.5 Reasoning Parser ,ywang96,ywang96,gemini-code-assist; DarkLight1337,api/frontend,2026-02-22,"bug, frontend, ready, qwen",233,47,2,3,tests/reasoning/test_qwen3_reasoning_parser.py | vllm/reasoning/qwen3_reasoning_parser.py,vllm/entrypoints/openai/chat_completion/serving.py,40f88d8318aea1792ac7eabfe33241fd26660be7,https://github.com/vllm-project/vllm/pull/34779
80,CANDIDATE,,runtime_bug,#35033,"[Llama4,CI] Bring back Llama-4 bug fixes, and also fix Maverick tests",eldarkurtic,LucasWilkinson,gemini-code-assist; LucasWilkinson,models,2026-02-23,"bug, ready, multi-modality, llama",31,70,2,2,tests/models/multimodal/generation/test_maverick.py | vllm/model_executor/models/llama4.py,,1e8438a89a6453a6b1ba28798bb9c51d6364ed96,https://github.com/vllm-project/vllm/pull/35033
80,CANDIDATE,,runtime_bug,#35156,[BUGFIX][Qwen3.5] Hardcode `mlp.gate` as not quantizable ,vadiklyutiy,vllm-bot,robertgshaw2-redhat; gemini-code-assist,models,2026-02-24,"bug, ready, qwen",1,1,1,1,vllm/model_executor/models/qwen3_next.py,,33a0d43c7119269aa300d4341871dd46d52575d0,https://github.com/vllm-project/vllm/pull/35156
80,CANDIDATE,,runtime_bug,#35430,[Bugfix] Fix KV Scale loading for MLA Models,pavanimajety,mgoin,gemini-code-assist; yewentao256; mgoin,"kernels, quantization",2026-02-26,"bug, ready",2,2,1,1,vllm/model_executor/layers/quantization/modelopt.py,,6283021142bbf5ee324395dad5e80b8661400329,https://github.com/vllm-project/vllm/pull/35430
80,CANDIDATE,,runtime_bug,#35413,[Bugfix] Fix Qwen3NextForCausalLM packed_modules_mapping,jeejeelee,vllm-bot,gemini-code-assist; Isotr0py,models,2026-02-27,"bug, ready, qwen",4,0,1,1,vllm/model_executor/models/qwen3_next.py,,1e5ad9b74f70f4690dff629598d414ee27116b85,https://github.com/vllm-project/vllm/pull/35413
